,Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
1559,Healthcare companies,Shalby,https://www.screener.in/company/YATHARTH/consolidated/,"3,240",377,442,304,49.3,93.9,0.0,26.6,43.9,10.0,27.4,24.1,49.8,8.59,52.0,14.6,45.9,3.21,0.85,0.02,YATHARTH
1560,Healthcare companies,Yatharth Hospit.,https://www.screener.in/company/ARTEMISMED/,"2,448",180,187,60.0,54.5,31.3,0.25,11.4,10.1,1.00,24.1,200,49.8,13.6,8.25,3.66,61.6,1.01,0.96,0.72,ARTEMISMED
1561,Healthcare companies,Artemis Medicare,https://www.screener.in/company/KRSNAA/,"2,280",706,768,353,41.3,242,0.39,11.9,8.87,5.00,14.4,99.9,49.8,3.23,21.6,8.07,52.3,3.60,0.92,0.14,KRSNAA
1562,Healthcare companies,Krsnaa Diagnost.,https://www.screener.in/company/INDRAMEDCO/,"1,581",172,230,76.1,15.2,45.2,1.74,34.3,24.6,10.0,17.4,127,49.8,9.17,9.76,25.0,32.3,3.58,0.75,0.01,INDRAMEDCO
1563,Healthcare companies,Indrapr.Medical,https://www.screener.in/company/524520/,"1,380",84.6,96.0,52.0,50.4,7.80,0.0,26.7,26.7,1.00,12.8,62.8,49.8,16.3,17.4,11.8,53.0,0.42,0.88,0.49,524520
1564,Healthcare companies,KMC Speciality,https://www.screener.in/company/526783/,"1,312","2,792","3,031",833,30.6,291,0.11,18.6,38.5,10.0,18.8,235,49.8,0.47,15.0,7.88,52.4,26.8,0.92,1.71,526783
1565,Healthcare companies,Dr Agarwal's Eye,https://www.screener.in/company/543363/,502,418,608,261,30.4,66.9,0.24,32.2,24.2,10.0,18.1,60.2,49.8,1.20,30.2,31.2,46.0,3.12,0.69,0.0,543363
1566,Healthcare companies,Prevest Denpro,https://www.screener.in/company/UNIHEALTH/consolidated/,197,128,147,116,25.8,,0.0,22.4,36.1,10.0,19.3,10.2,49.8,,25.5,12.9,46.0,,0.87,0.36,UNIHEALTH
1567,Healthcare companies,Unihealth Consul,https://www.screener.in/company/543916/,177,170,260,154,23.1,46.8,0.0,45.0,41.7,10.0,7.60,10.2,49.8,1.04,24.8,34.8,45.6,3.75,0.65,0.14,543916
1568,Healthcare companies,Hemant Surgical,https://www.screener.in/company/LOTUSEYE/,173,83.4,111,55.2,43.0,28.2,0.6,10.2,7.27,10.0,5.88,51.1,49.8,2.08,5.07,24.9,41.5,0.41,0.75,0.0,LOTUSEYE
1569,Healthcare companies,Lotus Eye Hospit,https://www.screener.in/company/543943/,167,85.0,146,80.5,20.9,34.4,0.0,26.2,24.9,10.0,5.55,5.59,49.8,1.97,17.1,41.7,34.9,1.05,0.58,0.47,543943
1570,Healthcare companies,Asarfi Hospital,https://www.screener.in/company/MHHL/,123,67.2,97.0,40.0,18.0,52.0,0.0,12.1,7.92,10.0,7.42,68.1,49.8,1.82,14.6,30.6,41.7,2.83,0.69,0.38,MHHL
1571,Healthcare companies,Mohini Health,https://www.screener.in/company/523696/consolidated/,110,58.8,91.3,45.6,,31.7,0.0,-0.77,-21.4,10.0,-9.24,28.9,49.8,1.87,-8.41,35.6,36.6,-0.96,0.64,0.71,523696
1572,Healthcare companies,Fortis Malar,https://www.screener.in/company/543346/,110,47.0,73.8,41.4,,40.3,0.0,0.42,-2.70,10.0,-20.3,13.6,49.8,2.34,-11.4,36.3,38.9,0.18,0.64,0.27,543346
1573,Healthcare companies,Aashka Hospitals,https://www.screener.in/company/538837/consolidated/,95.0,61.4,70.9,38.6,,31.6,0.0,-4.42,-6.20,10.0,-29.1,59.0,,1.55,14.8,13.5,62.8,-0.39,0.87,0.25,538837
1574,Healthcare companies,Jeevan Scienti.,https://www.screener.in/company/AATMAJ/,94.1,41.6,60.0,39.2,15.9,22.6,0.0,46.6,52.6,5.00,17.2,6.25,49.8,2.26,79.1,30.6,48.6,1.01,0.69,0.21,AATMAJ
1575,Healthcare companies,Aatmaj Health,https://www.screener.in/company/MAITREYA/,83.1,123,168,114,19.7,,0.0,33.7,59.0,10.0,-20.3,7.64,49.8,0.68,65.9,27.0,43.4,4.94,0.73,0.31,MAITREYA
1576,Healthcare companies,Maitreya,https://www.screener.in/company/527005/consolidated/,78.0,217,392,87.5,19.0,31.1,0.0,46.2,40.6,10.0,96.7,148,49.8,0.36,32.2,44.7,35.7,1.86,0.55,0.32,527005
1577,Healthcare companies,Shree Pacetronix,https://www.screener.in/company/526139/consolidated/,74.8,9.87,11.1,2.28,,1.46,0.0,-20.0,-41.8,10.0,-33.3,333,49.8,7.58,,11.3,57.7,-0.02,0.89,1.22,526139
1578,Healthcare companies,Transgene Biotek,https://www.screener.in/company/539428/,58.4,28.8,76.5,26.4,65.6,10.6,0.0,9.56,6.81,5.00,-5.94,9.11,49.8,2.03,-13.9,62.4,41.4,0.25,0.38,0.26,539428
1579,Healthcare companies,Tejnaksh Health.,https://www.screener.in/company/530897/,56.1,168,185,70.0,11.2,92.7,2.09,6.58,5.45,10.0,-12.7,139,49.8,0.34,0.36,9.46,51.8,1.91,0.91,0.04,530897
1580,Healthcare companies,N G Industries,https://www.screener.in/company/SANGANI/consolidated/,56.0,40.6,49.6,36.0,36.6,23.3,0.0,17.9,13.3,10.0,273,12.9,49.8,1.38,,18.1,58.8,0.75,0.82,0.0,SANGANI
1581,Healthcare companies,Sangani Hospital,https://www.screener.in/company/542248/,54.6,32.0,42.0,0.00,69.1,48.4,0.0,0.90,0.58,10.0,51.4,,,1.70,2.15,23.8,53.0,0.49,0.76,0.01,542248
1582,Healthcare companies,Deccan Healthcar,https://www.screener.in/company/544013/,49.7,73.0,89.8,52.5,311,,0.0,,,10.0,,39.0,49.8,0.68,,18.7,46.4,0.49,0.81,0.0,544013
1583,Healthcare companies,KK Shah Hospital,https://www.screener.in/company/526301/consolidated/,48.1,48.2,48.2,17.2,24.2,-4.15,0.0,"2,684",,10.0,-0.58,180,49.8,1.00,10.3,0.0,82.0,0.66,1.0,,526301
1584,Healthcare companies,Medinova Diagno.,https://www.screener.in/company/516110/,47.6,8.81,15.4,6.35,9.35,8.96,0.57,23.2,17.6,10.0,16.2,38.7,49.8,5.40,52.8,42.8,47.6,0.23,0.57,0.09,516110
1585,Healthcare companies,Family Care,https://www.screener.in/company/NIDAN/,46.3,33.3,57.7,30.0,14.7,51.3,0.0,8.17,4.94,10.0,-19.2,10.8,49.8,1.39,4.27,42.3,46.5,1.38,0.58,0.2,NIDAN
1586,Healthcare companies,Nidan Laborator.,https://www.screener.in/company/543309/,46.2,32.0,36.0,0.00,26.8,23.3,0.0,9.99,6.48,10.0,2.43,,49.8,1.44,13.6,11.1,60.3,0.51,0.89,0.4,543309
1587,Healthcare companies,Adeshwar Meditex,https://www.screener.in/company/543520/,44.9,42.8,58.5,36.2,24.5,62.2,0.0,6.35,4.50,10.0,-27.9,17.9,49.8,1.05,-11.1,26.9,47.6,0.98,0.73,0.17,543520
1588,Healthcare companies,Global Longlife,https://www.screener.in/company/540788/,40.3,39.2,49.5,22.8,,11.0,0.0,2.01,-1.15,10.0,-18.7,72.1,49.8,1.03,19.8,20.8,47.7,-0.69,0.79,0.27,540788
1589,Healthcare companies,Aspira Pathlab,https://www.screener.in/company/531380/,36.9,101,160,46.7,38.8,81.8,0.0,8.03,2.91,10.0,4.52,116,49.8,0.36,-1.80,36.9,37.3,0.66,0.63,0.0,531380
1590,Healthcare companies,Centenial Surgic,https://www.screener.in/company/524602/consolidated/,36.8,30.7,30.7,24.0,39.6,10.1,0.33,,2.78,10.0,697,27.9,49.8,1.20,,0.0,82.5,0.10,1.0,0.37,524602
1591,Healthcare companies,Bandaram Pharma,https://www.screener.in/company/523489/,31.3,41.9,54.6,17.0,45.4,0.24,0.0,21.4,,10.0,4.97,147,49.8,0.75,3.42,23.3,54.1,0.05,0.77,59.1,523489
1592,Healthcare companies,Chennai Meena,https://www.screener.in/company/514330/,29.1,40.9,69.6,27.1,10.8,12.6,0.0,19.7,20.9,10.0,347,51.1,49.8,0.71,,41.2,45.3,0.97,0.59,0.04,514330
1593,Healthcare companies,One Global Serv,https://www.screener.in/company/542918/,20.5,19.8,31.8,17.0,14.2,15.3,0.0,13.4,8.59,10.0,-18.1,16.9,49.8,1.03,17.7,37.5,41.5,0.19,0.63,0.09,542918
1594,Healthcare companies,Gian Lifecare,https://www.screener.in/company/539378/,11.6,27.3,32.8,17.4,,8.00,0.0,0.77,-18.5,10.0,13.1,57.0,49.8,0.43,24.4,16.8,46.0,0.07,0.83,2.46,539378
1595,Healthcare companies,Soni Medicare,https://www.screener.in/company/541299/,9.20,21.2,35.0,18.8,,20.4,0.0,-3.68,-16.1,10.0,-0.90,12.9,49.8,0.43,-6.16,39.3,41.9,-0.21,0.61,0.71,541299
1596,Healthcare companies,Dr Lalchand. Lab,https://www.screener.in/company/534422/,8.40,8.00,8.48,3.75,,14.1,0.0,-0.67,-1.07,10.0,-100,113,49.8,1.05,-76.6,5.66,68.2,0.00,0.94,0.0,534422
1597,Healthcare companies,Looks Health,https://www.screener.in/company/531043/,5.64,13.8,16.2,10.3,,22.3,0.0,-1.49,-2.34,10.0,14.6,33.4,49.8,0.41,-0.98,15.1,47.0,-0.37,0.85,0.0,531043
1598,Healthcare companies,Dhanvantri Jeev.,https://www.screener.in/company/526504/,2.96,1.96,1.96,1.36,,6.75,0.0,-0.91,-1.17,10.0,8.62,44.1,49.8,1.51,50.2,0.0,66.3,0.01,1.0,0.08,526504
1599,Healthcare companies,Dolphin Medical,https://www.screener.in/company/514330/,29.1,40.9,69.6,27.1,10.8,12.6,0.0,19.7,20.9,10.0,347,51.1,49.8,0.71,,41.2,45.3,0.97,0.59,0.04,514330
1606,Healthcare companies,Dolphin Medical,https://www.screener.in/company/INDHOTEL/consolidated/,"62,263",438,451,280,56.6,58.3,0.23,12.6,12.7,1.00,38.6,56.5,31.8,142,9.19,2.8,55.8,1.18,0.97,0.33,INDHOTEL
1607,Hotels & Restaurants companies,Indian Hotels Co,https://www.screener.in/company/EIHOTEL/consolidated/,"15,603",250,275,150,34.1,56.0,0.44,15.6,11.4,2.00,54.6,66.0,31.8,62.5,8.14,9.26,60.0,1.49,0.91,0.06,EIHOTEL
1608,Hotels & Restaurants companies,EIH,https://www.screener.in/company/CHALET/consolidated/,"14,305",696,718,327,62.3,82.3,0.0,9.22,10.9,10.0,54.1,113,31.8,20.5,4.78,3.03,74.1,1.77,0.97,1.76,CHALET
1609,Hotels & Restaurants companies,Chalet Hotels,https://www.screener.in/company/LEMONTREE/consolidated/,"9,495",120,127,72.0,73.0,10.9,0.0,10.1,13.6,10.0,43.5,66.6,31.8,79.2,9.34,5.48,54.2,0.29,0.95,2.73,LEMONTREE
1610,Hotels & Restaurants companies,Lemon Tree Hotel,https://www.screener.in/company/MHRIL/consolidated/,"7,653",379,470,245,116,20.9,0.0,10.2,35.9,10.0,12.4,54.6,31.8,20.2,2.00,19.4,45.5,1.06,0.81,6.17,MHRIL
1611,Hotels & Restaurants companies,Mahindra Holiday,https://www.screener.in/company/ITDC/consolidated/,"3,869",451,512,276,52.7,41.9,0.49,28.0,18.6,10.0,42.0,63.5,31.8,8.58,10.2,11.9,55.4,2.24,0.88,0.0,ITDC
1612,Hotels & Restaurants companies,I T D C,https://www.screener.in/company/SAMHI/consolidated/,"3,629",166,186,127,,49.4,0.0,8.33,,1.00,129,30.8,31.8,21.8,6.84,10.6,47.2,-4.04,0.89,2.4,SAMHI
1613,Hotels & Restaurants companies,Samhi Hotels,https://www.screener.in/company/ORIENTHOT/consolidated/,"2,182",122,135,66.4,45.4,30.8,0.41,13.5,10.9,1.00,25.3,84.1,31.8,17.9,10.7,9.65,57.0,0.24,0.9,0.38,ORIENTHOT
1614,Hotels & Restaurants companies,Oriental Hotels,https://www.screener.in/company/HLVLTD/,"1,777",27.0,31.1,8.00,123,6.40,0.0,2.94,1.78,2.00,44.3,237,31.8,65.9,5.87,13.3,53.1,0.03,0.87,0.06,HLVLTD
1615,Hotels & Restaurants companies,HLV,https://www.screener.in/company/TAJGVK/,"1,434",229,289,172,25.6,78.5,0.0,21.8,18.4,2.00,21.6,33.0,31.8,6.27,7.06,20.8,51.7,1.78,0.79,0.26,TAJGVK
1616,Hotels & Restaurants companies,TajGVK Hotels,https://www.screener.in/company/EIHAHOTELS/,"1,408",462,617,365,22.5,127,1.08,23.3,17.8,10.0,34.5,26.6,31.8,3.05,10.6,25.1,54.9,-0.30,0.75,0.01,EIHAHOTELS
1617,Hotels & Restaurants companies,EIH Assoc.Hotels,https://www.screener.in/company/509438/,"1,165","8,961","9,050","2,600",40.1,849,0.22,34.2,26.3,10.0,46.8,245,31.8,0.13,13.6,0.98,72.9,52.6,0.99,0.03,509438
1618,Hotels & Restaurants companies,Benares Hotels,https://www.screener.in/company/SPECIALITY/,909,189,283,168,12.4,60.6,1.32,17.2,37.2,10.0,11.4,12.5,31.8,4.81,1.58,33.1,52.0,1.11,0.67,0.53,SPECIALITY
1619,Hotels & Restaurants companies,Speciality Rest.,https://www.screener.in/company/ROHLTD/consolidated/,868,317,385,219,19.9,66.9,0.63,24.5,31.6,10.0,33.1,44.6,31.8,2.74,8.73,17.8,47.6,2.49,0.82,1.0,ROHLTD
1620,Hotels & Restaurants companies,Royal Orch.Hotel,https://www.screener.in/company/KAMATHOTEL/consolidated/,666,270,299,97.7,10.2,63.1,0.0,26.1,,10.0,30.5,176,31.8,2.47,9.93,9.7,61.6,0.01,0.9,2.27,KAMATHOTEL
1621,Hotels & Restaurants companies,Kamat Hotels,https://www.screener.in/company/523023/,567,209,221,92.5,31.8,49.4,0.72,15.7,13.1,2.00,6.98,126,31.8,2.71,5.77,5.39,64.6,0.47,0.95,0.08,523023
1622,Hotels & Restaurants companies,Sinclairs Hotels,https://www.screener.in/company/523710/consolidated/,480,274,424,251,29.1,87.0,0.0,20.6,15.7,10.0,-11.9,9.24,31.8,1.75,7.39,35.4,50.2,-1.99,0.65,0.47,523710
1623,Hotels & Restaurants companies,Sayaji Hotels,https://www.screener.in/company/ADVANIHOTR/,474,103,125,66.6,19.2,13.2,4.68,66.4,50.6,2.00,20.5,54.1,31.8,4.62,12.0,18.2,43.9,0.10,0.82,0.01,ADVANIHOTR
1624,Hotels & Restaurants companies,Advani Hotels.,https://www.screener.in/company/509960/,470,871,"1,180",505,19.4,231,0.0,29.4,21.6,10.0,35.7,72.5,31.8,0.54,10.3,26.2,45.4,1.26,0.74,0.0,509960
1625,Hotels & Restaurants companies,U P Hotels,https://www.screener.in/company/ASIANHOTNR/,448,230,241,66.6,,61.3,0.0,2.58,-41.4,10.0,42.9,246,31.8,1.95,0.45,4.52,60.1,-11.9,0.95,8.97,ASIANHOTNR
1626,Hotels & Restaurants companies,Asian Hotels (N),https://www.screener.in/company/APOLSINHOT/consolidated/,393,"1,510","1,900","1,020",47.0,491,0.1,11.8,9.21,5.00,112,48.0,31.8,0.26,23.8,20.5,36.2,6.92,0.79,0.61,APOLSINHOT
1627,Hotels & Restaurants companies,Apollo Sindoori,https://www.screener.in/company/509546/consolidated/,339,48.0,66.3,19.0,83.8,25.2,0.0,4.10,3.20,2.00,-18.1,153,31.8,7.05,18.3,27.6,39.8,-0.33,0.72,0.02,509546
1628,Hotels & Restaurants companies,Graviss Hospital,https://www.screener.in/company/AHLEAST/consolidated/,246,142,170,82.1,16.1,121,1.75,3.79,3.73,10.0,-14.8,73.6,31.8,1.73,-20.2,16.1,51.0,4.54,0.84,0.0,AHLEAST
1629,Hotels & Restaurants companies,Asian Hotels (E),https://www.screener.in/company/RHL/,244,141,167,79.0,4.09,,0.0,2.39,11.3,10.0,51.5,78.7,31.8,,4.66,15.4,55.6,,0.85,0.14,RHL
1630,Hotels & Restaurants companies,Robust Hotels,https://www.screener.in/company/BYKE/,243,60.6,67.4,31.2,44.3,40.4,0.0,4.63,1.45,10.0,-18.5,94.1,31.8,4.01,-2.17,10.1,53.5,0.22,0.9,0.41,BYKE
1631,Hotels & Restaurants companies,The Byke Hospi.,https://www.screener.in/company/532992/consolidated/,230,42.0,44.9,15.0,,-23.9,0.0,9.09,,2.00,31.6,180,31.8,5.48,12.1,6.56,70.2,-1.04,0.93,,532992
1632,Hotels & Restaurants companies,CHL,https://www.screener.in/company/CCHHL/consolidated/,225,13.8,16.3,5.31,16.0,18.9,0.0,6.02,3.84,2.00,-15.6,159,31.8,16.4,-25.1,15.8,61.1,-0.25,0.84,0.31,CCHHL
1633,Hotels & Restaurants companies,Country Club Hos,https://www.screener.in/company/526445/consolidated/,216,63.2,85.0,46.8,25.0,14.1,0.0,23.0,36.2,10.0,77.7,35.0,31.8,3.42,48.4,25.7,50.7,1.62,0.74,1.53,526445
1634,Hotels & Restaurants companies,Indrayani Biotec,https://www.screener.in/company/532016/,169,125,125,15.0,151,1.22,0.0,16.5,43.8,10.0,326,737,31.8,1.35,492,0.0,100.0,0.15,1.0,19.6,532016
1635,Hotels & Restaurants companies,Espire Hospi,https://www.screener.in/company/512634/,140,118,134,51.0,14.3,61.3,2.55,19.1,15.9,10.0,35.6,130,31.8,1.19,-2.97,12.4,52.2,2.52,0.88,0.06,512634
1636,Hotels & Restaurants companies,Savera Industrie,https://www.screener.in/company/KHFM/,104,51.9,58.2,27.4,31.7,22.8,0.0,11.0,8.64,10.0,0.82,89.8,31.8,2.00,-8.29,10.9,49.8,1.05,0.89,0.92,KHFM
1637,Hotels & Restaurants companies,KHFM Hospitality,https://www.screener.in/company/537839/,101,72.0,96.9,42.8,360,12.1,0.0,6.77,4.16,10.0,20.0,68.2,31.8,1.40,8.91,25.7,43.5,-0.09,0.74,0.65,537839
1638,Hotels & Restaurants companies,Phoenix Township,https://www.screener.in/company/532334/,90.0,46.3,53.5,21.4,,73.6,0.0,5.54,-7.89,10.0,39.8,117,31.8,1.95,5.16,13.5,58.1,-0.48,0.86,2.27,532334
1639,Hotels & Restaurants companies,HB Estate Devel.,https://www.screener.in/company/539659/consolidated/,74.7,69.0,81.0,33.0,39.9,12.7,0.72,18.4,14.2,10.0,59.6,109,31.8,1.08,,14.8,60.0,0.34,0.85,0.14,539659
1640,Hotels & Restaurants companies,Vidli Restaurant,https://www.screener.in/company/507960/,60.4,159,171,124,13.2,110,1.26,13.4,11.1,10.0,22.0,28.3,31.8,0.38,-0.81,6.7,51.6,2.43,0.93,0.0,507960
1641,Hotels & Restaurants companies,Gujarat Hotels,https://www.screener.in/company/507265/,58.5,117,193,68.6,,-145,0.0,6.71,,5.00,26.0,70.4,31.8,0.50,3.95,39.3,29.1,-5.53,0.61,,507265
1642,Hotels & Restaurants companies,Emerald Leisures,https://www.screener.in/company/526640/,56.1,29.7,42.0,20.4,15.2,27.8,0.0,10.0,7.71,10.0,31.0,45.2,31.8,1.89,1.03,29.4,46.0,0.21,0.71,0.17,526640
1643,Hotels & Restaurants companies,Royale Manor,https://www.screener.in/company/500016/,54.7,16.1,24.6,11.4,,8.45,0.0,0.50,-35.4,10.0,"18,200",41.4,31.8,3.39,,34.3,54.5,-0.28,0.66,4.08,500016
1644,Hotels & Restaurants companies,Aruna Hotels,https://www.screener.in/company/TGBHOTELS/,44.5,15.2,20.5,7.70,31.8,26.6,0.0,3.48,1.77,10.0,-2.64,97.4,31.8,2.93,4.55,25.8,39.9,0.06,0.74,0.19,TGBHOTELS
1645,Hotels & Restaurants companies,TGB Banquets,https://www.screener.in/company/507981/,35.0,50.0,64.0,33.6,16.6,25.2,0.0,8.54,11.4,10.0,12.6,48.9,31.8,0.70,3.13,21.8,40.1,-1.41,0.78,3.22,507981
1646,Hotels & Restaurants companies,Jindal Hotels,https://www.screener.in/company/508664/,34.2,20.3,67.0,18.2,59.0,1.65,0.0,14.3,23.3,1.00,-0.99,11.6,31.8,1.69,12.0,69.7,37.4,0.01,0.3,0.96,508664
1647,Hotels & Restaurants companies,Best Eastern Hot,https://www.screener.in/company/532145/,29.8,18.4,20.4,8.91,31.1,18.2,0.0,6.31,3.62,10.0,9.22,106,31.8,1.62,-2.59,10.1,61.6,0.40,0.9,0.65,532145
1648,Hotels & Restaurants companies,H. S. India,https://www.screener.in/company/KAUSHALYA/consolidated/,29.4,8.50,10.6,3.55,1.74,16.8,0.0,22.6,33.4,10.0,-25.0,139,31.8,3.46,-12.6,20.2,53.5,0.20,0.8,0.36,KAUSHALYA
1649,Hotels & Restaurants companies,Kaushalya Infra.,https://www.screener.in/company/526373/,23.5,65.4,82.9,32.0,7.72,34.0,1.53,5.83,4.60,10.0,17.1,104,31.8,0.36,19.3,21.1,49.0,0.22,0.79,0.0,526373
1650,Hotels & Restaurants companies,Cindrella Hotels,https://www.screener.in/company/526687/,23.3,10.4,14.3,7.06,,27.7,0.0,,-1.24,10.0,0.00,47.3,31.8,2.24,-59.6,27.4,43.5,-0.04,0.73,1.21,526687
1651,Hotels & Restaurants companies,Polo Hotels,https://www.screener.in/company/526755/,19.9,6.23,8.40,4.81,,1.91,0.0,-3.68,-17.0,10.0,,29.5,31.8,3.20,,25.8,53.2,-0.08,0.74,8.53,526755
1652,Hotels & Restaurants companies,Velan Hotels,https://www.screener.in/company/507966/,18.5,46.5,56.3,27.0,23.1,56.2,0.0,3.07,-0.05,10.0,20.9,72.3,31.8,0.40,13.1,17.3,47.3,0.08,0.83,0.18,507966
1653,Hotels & Restaurants companies,Ras Resorts,https://www.screener.in/company/526761/,17.0,18.7,25.7,6.34,14.7,11.0,0.0,10.8,7.64,10.0,76.7,195,31.8,0.91,1.85,27.3,49.4,-0.26,0.73,0.39,526761
1654,Hotels & Restaurants companies,Howard Hotels,https://www.screener.in/company/532124/,15.1,13.7,17.3,8.35,,28.2,0.0,-2.66,-3.58,10.0,-89.8,64.1,31.8,1.10,-30.2,20.8,53.5,-0.51,0.79,0.03,532124
1655,Hotels & Restaurants companies,Reliable Ventur.,https://www.screener.in/company/526500/consolidated/,14.3,33.6,49.7,25.2,,32.4,0.0,-2.64,-7.89,10.0,21.3,33.6,31.8,0.42,6.91,32.3,41.3,-1.82,0.68,0.8,526500
1656,Hotels & Restaurants companies,Sterling Green,https://www.screener.in/company/530065/,13.7,18.3,19.6,7.24,72.0,7.05,0.0,2.84,2.20,10.0,0.29,153,31.8,0.75,-0.49,6.68,67.6,0.15,0.93,0.59,530065
1657,Hotels & Restaurants companies,Lords Ishwar,https://www.screener.in/company/539273/,12.2,93.2,117,75.2,13.4,38.8,3.22,32.4,27.6,10.0,16.7,23.8,31.8,0.13,2.88,20.4,48.1,5.27,0.8,0.0,539273
1658,Hotels & Restaurants companies,Pecos Hotels,https://www.screener.in/company/531198/,11.0,1.96,3.81,1.48,,-0.67,0.0,-4.35,-331,1.00,123,32.4,31.8,5.59,-24.2,48.6,46.2,-0.22,0.51,,531198
1659,Hotels & Restaurants companies,Dhanada Corp.,https://www.screener.in/company/541973/,10.9,36.2,54.8,21.4,,-3.37,0.0,17.9,,10.0,19.6,69.8,31.8,0.30,-15.3,33.8,48.2,-3.10,0.66,,541973
1660,Hotels & Restaurants companies,Mac Hotels,https://www.screener.in/company/526683/,7.95,5.55,6.97,3.75,,-0.34,0.0,-63.6,-93.3,10.0,,48.0,31.8,1.43,,20.4,51.4,-0.39,0.8,,526683
1661,Hotels & Restaurants companies,Univa Foods,https://www.screener.in/company/543536/,6.75,8.60,9.00,6.90,,17.0,0.0,-0.33,-0.33,10.0,-40.5,24.6,31.8,0.79,45.9,4.44,57.3,-0.13,0.96,0.0,543536
1662,Hotels & Restaurants companies,Silver Pearl,https://www.screener.in/company/BLUECOAST/consolidated/,6.40,5.02,7.70,3.43,,-95.2,0.0,-14.5,,10.0,,46.4,31.8,1.27,,34.8,46.2,-1.02,0.65,,BLUECOAST
1663,Hotels & Restaurants companies,Blu.Coast Hotel.,https://www.screener.in/company/526959/,5.13,8.53,8.53,3.17,,7.20,0.0,0.47,-2.61,5.00,-42.7,169,31.8,0.60,8.33,0.0,95.6,-0.03,1.0,0.0,526959
1664,Hotels & Restaurants companies,Woodsvilla,https://www.screener.in/company/530065/,13.7,18.3,19.6,7.24,72.0,7.05,0.0,2.84,2.20,10.0,0.29,153,31.8,0.75,-0.49,6.68,67.6,0.15,0.93,0.59,530065
1672,Hotels & Restaurants companies,Woodsvilla,https://www.screener.in/company/LT/consolidated/,"4,84,666","3,526","3,560","2,058",39.8,571,0.68,11.6,11.7,2.00,19.1,71.3,34.5,137,8.02,0.95,70.5,23.4,0.99,1.56,LT
1673,Infrastructure Developers & Operators companies,Larsen & Toubro,https://www.screener.in/company/GMRINFRA/consolidated/,"48,620",80.6,81.5,36.0,,-1.66,0.0,4.49,,1.00,36.4,124,34.5,604,-7.27,1.17,72.1,-0.32,0.99,,GMRINFRA
1674,Infrastructure Developers & Operators companies,GMR Airports Inf,https://www.screener.in/company/IRB/consolidated/,"25,092",41.6,43.5,22.5,50.1,22.5,0.48,8.67,5.43,1.00,8.91,84.7,15.0,604,-2.24,4.48,60.2,0.16,0.96,1.33,IRB
1675,Infrastructure Developers & Operators companies,IRB Infra.Devl.,https://www.screener.in/company/IRCON/consolidated/,"16,120",171,182,50.1,18.2,58.9,1.75,15.7,15.4,2.00,32.1,242,15.0,94.0,24.4,5.64,55.9,2.67,0.94,0.3,IRCON
1676,Infrastructure Developers & Operators companies,Ircon Intl.,https://www.screener.in/company/RITES/consolidated/,"12,073",502,584,311,25.1,107,4.08,29.7,21.3,10.0,-11.2,61.4,34.5,24.0,2.03,14.0,56.0,4.21,0.86,0.0,RITES
1677,Infrastructure Developers & Operators companies,Rites,https://www.screener.in/company/HFCL/consolidated/,"12,023",84.2,87.4,55.8,39.4,24.9,0.24,15.2,10.2,1.00,0.06,50.9,34.5,143,7.31,3.72,67.2,0.49,0.96,0.25,HFCL
1678,Infrastructure Developers & Operators companies,HFCL,https://www.screener.in/company/GRINFRA/consolidated/,"11,063","1,144","1,382",930,8.92,703,0.0,21.6,26.1,5.00,-1.81,23.0,15.0,9.67,14.2,17.2,45.6,22.5,0.83,0.93,GRINFRA
1679,Infrastructure Developers & Operators companies,G R Infraproject,https://www.screener.in/company/ENGINERSIN/consolidated/,"9,636",171,177,70.0,20.4,38.5,1.75,23.7,18.4,5.00,6.82,145,34.5,56.2,0.95,3.33,64.3,2.27,0.97,0.01,ENGINERSIN
1680,Infrastructure Developers & Operators companies,Engineers India,https://www.screener.in/company/TECHNOE/consolidated/,"8,608",800,844,306,62.2,185,0.75,8.18,9.91,2.00,32.2,162,34.5,10.8,-1.63,5.29,67.4,6.86,0.95,0.0,TECHNOE
1681,Infrastructure Developers & Operators companies,Techno Elec.Engg,https://www.screener.in/company/RELINFRA/consolidated/,"8,311",210,232,115,,242,0.0,8.95,-0.67,10.0,0.88,83.1,34.5,39.6,3.72,9.57,58.5,-7.42,0.9,1.13,RELINFRA
1682,Infrastructure Developers & Operators companies,Reliance Infra.,https://www.screener.in/company/ISGEC/consolidated/,"7,216",981,997,418,27.8,326,0.31,10.7,8.83,1.00,13.0,135,34.5,7.35,2.85,1.55,65.2,8.13,0.98,0.4,ISGEC
1683,Infrastructure Developers & Operators companies,ISGEC Heavy,https://www.screener.in/company/DBL/consolidated/,"5,625",385,439,160,,283,0.03,5.34,-7.47,10.0,5.23,141,15.0,14.6,3.10,12.4,48.2,4.69,0.88,1.64,DBL
1684,Infrastructure Developers & Operators companies,Dilip Buildcon,https://www.screener.in/company/JKIL/,"4,368",577,636,228,15.0,325,0.61,17.4,12.4,5.00,8.45,153,15.0,7.57,12.3,9.19,68.6,9.71,0.91,0.27,JKIL
