Company_Type,Company_name,Company_link,Market_cap,Current_Price,High,Low,P_E,Book_Value,Dividend_Yield,ROCE,ROE,Face_Value,Sales_growth,Up_from_52w_low,Industry_PE,No_Eq_Shares,Sales_growth_3Years,Down_from_52w_high,RSI,EPS_latest_quarter,From_52w_high,Debt_to_equity,Tiker_name
Miscellaneous companies,S & T Corporatio,https://www.screener.in/company/532262/,111.0,1235.0,1375.0,992.0,,122.0,,-5.53,-23.5,10.0,6.17,24.5,37.4,0.09,-5.57,10.2,49.7,-4.46,0.9,0.08,532262
Miscellaneous companies,TCI Industries,https://www.screener.in/company/522091/,109.0,187.0,258.0,66.0,52.6,65.1,,8.88,6.94,10.0,49.7,183.0,37.4,0.58,28.9,27.5,45.5,0.56,0.73,0.64,522091
Miscellaneous companies,United Van Der,https://www.screener.in/company/531910/,109.0,115.0,117.0,9.3,,6.91,,0.29,0.15,10.0,-22.7,1134.0,37.4,0.95,,1.96,99.8,-0.21,0.98,0.04,531910
Miscellaneous companies,Madhuveer Com,https://www.screener.in/company/533289/consolidated/,106.0,97.2,106.0,30.0,,-70.6,,16.6,,5.0,-18.5,224.0,37.4,1.09,-4.06,8.26,70.5,-25.8,0.92,,533289
Miscellaneous companies,Kesar Terminals,https://www.screener.in/company/524582/,105.0,130.0,150.0,58.5,17.6,57.4,,12.8,16.0,10.0,-16.0,122.0,37.4,0.81,10.3,13.3,56.0,0.05,0.87,2.76,524582
Miscellaneous companies,Tirupati Starch,https://www.screener.in/company/539963/,104.0,8.26,9.45,6.06,16.0,5.77,,11.1,10.5,1.0,1.16,36.3,32.0,12.6,14.9,12.6,54.4,0.08,0.87,1.97,539963
Miscellaneous companies,Zeal Aqua,https://www.screener.in/company/PENTAGON/,90.2,117.0,167.0,101.0,29.1,35.4,,22.1,44.1,10.0,24.3,16.2,37.4,0.77,30.7,29.8,45.7,3.19,0.7,0.5,PENTAGON
Miscellaneous companies,Pentagon Rubber,https://www.screener.in/company/DHRUV/,90.0,59.6,71.9,43.1,19.2,39.7,,11.1,9.37,10.0,-1.84,38.4,37.4,1.51,18.5,17.0,51.1,1.25,0.83,0.38,DHRUV
Miscellaneous companies,Dhruv Consultanc,https://www.screener.in/company/HAVISHA/,89.5,2.95,3.03,1.6,,1.08,,6.36,4.52,2.0,9.79,84.4,37.4,30.3,,2.64,80.3,-0.02,0.97,1.05,HAVISHA
Miscellaneous companies,Sri Havisha,https://www.screener.in/company/543905/,89.0,87.0,171.0,85.0,14.5,47.0,,62.1,48.9,10.0,-22.2,2.41,37.4,1.02,17.1,49.0,24.7,2.42,0.51,0.28,543905
Miscellaneous companies,Innokaiz India,https://www.screener.in/company/531364/consolidated/,86.5,57.2,95.0,40.2,12.8,27.0,,15.6,12.0,10.0,20.3,42.4,37.4,1.51,7.52,39.8,44.5,0.26,0.6,1.06,531364
Miscellaneous companies,Ekansh Concept,https://www.screener.in/company/SECURCRED/,80.9,19.7,36.4,15.6,10.0,12.0,,21.2,18.8,10.0,-23.9,26.3,37.4,4.11,-5.46,45.9,49.0,0.79,0.54,0.46,SECURCRED
Miscellaneous companies,SecUR Credential,https://www.screener.in/company/517238/consolidated/,80.7,210.0,216.0,120.0,15.0,38.6,,,,10.0,2.66,74.4,37.4,0.38,,2.55,66.5,4.11,0.97,1.66,517238
Miscellaneous companies,Dynavision,https://www.screener.in/company/AROGRANITE/,74.7,48.8,66.0,36.6,,126.0,,1.74,-2.99,10.0,-10.2,33.3,37.4,1.53,-2.66,26.1,42.0,0.25,0.74,0.96,AROGRANITE
Miscellaneous companies,Aro Granite Inds,https://www.screener.in/company/524564/,71.9,9.13,11.8,6.3,,-4.42,,-54.6,,10.0,,44.9,37.4,7.88,,22.6,45.2,-0.01,0.77,,524564
Miscellaneous companies,Gayatri BioOrga.,https://www.screener.in/company/526315/,71.8,70.0,91.8,60.2,200.0,120.0,,9.19,6.5,10.0,-30.7,16.1,37.4,1.03,7.9,23.8,49.4,1.03,0.76,0.01,526315
Miscellaneous companies,Divyashakti,https://www.screener.in/company/524408/,70.8,168.0,196.0,101.0,7.74,151.0,,13.0,10.7,10.0,4.83,66.8,37.4,0.42,25.0,14.2,50.8,1.81,0.86,1.07,524408
Miscellaneous companies,Universal Starch,https://www.screener.in/company/519566/consolidated/,65.6,173.0,184.0,87.5,5.55,90.8,,8.8,11.3,10.0,12.7,97.8,37.4,0.38,9.29,5.92,60.6,7.83,0.94,0.6,519566
Miscellaneous companies,Simran Farms,https://www.screener.in/company/SIDDHIKA/,65.2,211.0,234.0,150.0,15.3,86.9,,19.0,14.4,10.0,33.7,40.6,37.4,0.31,3.16,9.83,66.2,6.73,0.9,0.0,SIDDHIKA
Miscellaneous companies,Siddhika Coatins,https://www.screener.in/company/SERVICE/,63.9,55.6,74.0,49.2,13.5,27.6,,35.5,47.6,10.0,38.3,12.9,37.4,1.15,13.7,24.9,46.6,1.48,0.75,0.0,SERVICE
Miscellaneous companies,Service Care Ltd,https://www.screener.in/company/AISL/,62.8,64.8,72.4,39.8,16.2,50.4,,7.55,5.32,10.0,15.9,63.1,37.4,0.97,13.7,10.4,56.3,1.27,0.9,0.37,AISL
Miscellaneous companies,ANI Integrated,https://www.screener.in/company/500450/,58.4,1025.0,1264.0,196.0,82.3,290.0,,7.38,4.49,10.0,6.97,424.0,37.4,0.06,27.4,18.9,34.7,0.35,0.81,0.01,500450
Miscellaneous companies,MPIL Corporation,https://www.screener.in/company/501370/,58.2,200.0,225.0,106.0,13.9,81.4,,19.1,16.6,10.0,24.7,88.7,37.4,0.29,-3.17,10.8,59.1,3.31,0.89,0.02,501370
Miscellaneous companies,Walchand People,https://www.screener.in/company/531156/consolidated/,56.9,18.0,25.0,9.99,,12.8,,1.37,-5.22,1.0,-67.7,80.6,37.4,3.15,-28.0,28.0,40.9,-1.02,0.72,3.89,531156
Miscellaneous companies,Alfavision Overs,https://www.screener.in/company/541735/,56.5,4.52,6.93,1.55,30.5,1.14,,9.84,9.73,1.0,2308.0,192.0,37.4,12.5,,34.8,60.2,0.06,0.65,0.83,541735
Miscellaneous companies,Vivanta Indust.,https://www.screener.in/company/537253/,56.2,54.8,91.9,45.6,,58.4,,14.7,11.9,10.0,-28.3,20.1,37.4,1.03,16.8,40.4,52.0,-0.99,0.6,0.82,537253
Miscellaneous companies,Sunil Healthcare,https://www.screener.in/company/AJOONI/,56.1,6.4,7.95,3.05,38.7,4.65,,6.01,3.86,2.0,48.0,110.0,37.4,8.76,23.0,19.5,59.6,0.05,0.81,0.19,AJOONI
Miscellaneous companies,Ajooni Biotech,https://www.screener.in/company/MADHAV/consolidated/,54.9,61.3,65.2,35.2,,140.0,,-0.02,-3.01,10.0,-13.7,74.0,37.4,0.89,-7.83,5.98,67.9,-0.86,0.94,0.1,MADHAV
Miscellaneous companies,Madhav Marbles,https://www.screener.in/company/538401/,54.8,99.5,120.0,42.5,14.8,50.4,,16.3,12.2,10.0,82.5,134.0,37.4,0.55,22.0,17.1,57.2,0.64,0.83,0.17,538401
Miscellaneous companies,M E T S,https://www.screener.in/company/MILTON/,53.4,31.4,38.0,19.4,26.5,25.8,,9.28,6.89,10.0,14.5,62.5,37.4,1.7,-3.66,17.4,47.5,0.44,0.83,0.47,MILTON
Miscellaneous companies,Milton Industri.,https://www.screener.in/company/OMFURN/,52.1,63.7,86.3,31.0,11.7,34.9,,18.6,16.7,10.0,117.0,105.0,37.4,0.82,21.0,26.2,36.9,3.57,0.74,0.66,OMFURN
Miscellaneous companies,Omfurn India,https://www.screener.in/company/ADL/,51.3,92.1,97.0,54.3,1025.0,90.6,,4.11,1.45,10.0,16.3,69.6,37.4,0.56,8.58,5.05,54.5,0.4,0.95,0.37,ADL
Miscellaneous companies,Archidply Decor,https://www.screener.in/company/BINANIIND/consolidated/,50.7,16.2,36.5,10.9,,-60.0,,-266.0,,10.0,-44.3,48.2,37.4,3.14,-90.3,55.7,58.9,-0.18,0.44,,BINANIIND
Miscellaneous companies,Binani Industrie,https://www.screener.in/company/HINDALCO/consolidated/,138170.0,615.0,618.0,381.0,16.4,443.0,,11.3,11.7,1.0,-1.84,61.4,21.8,225.0,23.6,0.51,82.8,9.77,0.99,0.59,HINDALCO
Non Ferrous Metals companies,Hindalco Inds.,https://www.screener.in/company/HINDZINC/,134386.0,318.0,383.0,290.0,15.9,32.4,,50.4,44.5,2.0,-11.8,9.48,29.7,423.0,22.5,17.0,58.2,4.11,0.83,0.84,HINDZINC
Non Ferrous Metals companies,Hindustan Zinc,https://www.screener.in/company/HINDCOPPER/,26463.0,274.0,279.0,93.8,82.6,22.6,,18.0,14.7,5.0,13.2,192.0,29.7,96.7,26.3,1.85,88.1,0.63,0.98,0.13,HINDCOPPER
Non Ferrous Metals companies,Hindustan Copper,https://www.screener.in/company/NATIONALUM/,24234.0,132.0,136.0,75.6,17.9,74.1,,15.1,12.0,5.0,-14.4,74.4,21.8,184.0,18.9,2.76,78.6,1.12,0.97,0.01,NATIONALUM
Non Ferrous Metals companies,Natl. Aluminium,https://www.screener.in/company/GRAVITA/consolidated/,7568.0,1096.0,1167.0,416.0,33.8,96.8,,31.6,42.0,2.0,23.8,164.0,29.7,6.9,27.6,6.08,55.0,8.38,0.94,0.78,GRAVITA
Non Ferrous Metals companies,Gravita India,https://www.screener.in/company/TINPLATE/,4706.0,450.0,456.0,301.0,50.4,118.0,,15.8,11.1,10.0,-12.0,49.2,29.7,10.5,23.4,1.34,69.6,-0.22,0.99,0.01,TINPLATE
Non Ferrous Metals companies,Tinplate Co.,https://www.screener.in/company/PRECWIRE/,2152.0,120.0,141.0,59.4,35.3,26.7,,26.8,14.6,1.0,4.44,103.0,29.7,17.9,26.0,14.6,48.8,0.92,0.85,0.1,PRECWIRE
Non Ferrous Metals companies,Prec. Wires (I),https://www.screener.in/company/RAMRAT/consolidated/,1303.0,296.0,346.0,148.0,25.9,87.2,,17.0,15.2,5.0,10.4,101.0,29.7,4.4,22.4,14.3,56.8,3.12,0.86,0.72,RAMRAT
Non Ferrous Metals companies,Ram Ratna Wires,https://www.screener.in/company/539151/,814.0,51.2,54.7,17.0,90.1,5.8,,13.0,12.4,1.0,-2.0,201.0,21.8,15.9,14.9,6.35,74.8,0.11,0.94,1.24,539151
Non Ferrous Metals companies,Arfin India,https://www.screener.in/company/MAANALU/,770.0,142.0,151.0,35.5,16.6,27.4,,42.8,46.6,5.0,45.9,301.0,21.8,5.41,15.8,5.61,62.9,1.46,0.94,0.31,MAANALU
Non Ferrous Metals companies,Maan Aluminium,https://www.screener.in/company/POCL/consolidated/,584.0,503.0,550.0,262.0,16.2,231.0,,,,10.0,,91.8,29.7,1.16,,8.6,66.6,4.89,0.91,0.76,POCL
Non Ferrous Metals companies,Pondy Oxides,https://www.screener.in/company/MMP/consolidated/,529.0,208.0,250.0,92.4,20.5,106.0,,10.5,8.59,10.0,2.21,126.0,21.8,2.54,30.6,16.7,50.4,1.84,0.83,0.3,MMP
Non Ferrous Metals companies,MMP Industries,https://www.screener.in/company/EUROBOND/,470.0,192.0,202.0,104.0,35.3,43.7,,15.2,10.6,10.0,33.6,84.5,21.8,2.45,32.3,4.98,60.2,2.71,0.95,0.52,EUROBOND
Non Ferrous Metals companies,Euro Panel,https://www.screener.in/company/SHERA/consolidated/,326.0,143.0,192.0,57.0,29.7,41.3,,16.8,11.7,10.0,16.7,151.0,29.7,2.28,17.9,25.6,30.9,2.69,0.74,1.26,SHERA
Non Ferrous Metals companies,Shera Energy,https://www.screener.in/company/530129/,262.0,872.0,988.0,466.0,9.77,711.0,,15.0,12.0,10.0,14.3,87.0,29.7,0.3,10.8,11.8,48.8,27.4,0.88,0.11,530129
Non Ferrous Metals companies,NILE,https://www.screener.in/company/540079/consolidated/,227.0,215.0,243.0,25.1,134.0,27.5,,,,10.0,,757.0,29.7,1.06,,11.6,57.9,2.59,0.88,1.59,540079
Non Ferrous Metals companies,Sprayking Agro.,https://www.screener.in/company/526747/,212.0,180.0,297.0,133.0,,257.0,,7.57,0.15,10.0,-26.4,35.2,21.8,1.18,15.8,39.5,39.8,0.36,0.61,0.22,526747
Non Ferrous Metals companies,PG Foils,https://www.screener.in/company/BAHETI/,185.0,178.0,234.0,74.0,35.0,36.1,,14.7,20.6,10.0,44.4,141.0,21.8,1.04,50.1,23.8,42.3,2.85,0.76,2.66,BAHETI
Non Ferrous Metals companies,Baheti Recycling,https://www.screener.in/company/MANAKALUCO/,159.0,24.3,31.2,19.1,31.4,19.4,,10.2,6.09,1.0,-17.4,27.2,21.8,6.55,18.4,22.1,48.4,0.18,0.78,1.2,MANAKALUCO
Non Ferrous Metals companies,Manaksia Alumi.,https://www.screener.in/company/CENTEXT/,150.0,18.8,22.3,7.35,21.8,8.78,,17.7,11.2,1.0,-2.01,156.0,21.8,8.0,17.3,15.7,54.6,0.29,0.84,0.59,CENTEXT
Non Ferrous Metals companies,Century Extrus.,https://www.screener.in/company/544047/,127.0,67.8,73.4,55.0,16.7,,,16.9,17.9,10.0,16.4,23.2,29.7,1.88,,7.7,,2.88,0.92,1.23,544047
Non Ferrous Metals companies,Siyaram,https://www.screener.in/company/539195/,126.0,225.0,229.0,107.0,12.4,102.0,,21.0,28.6,10.0,62.8,111.0,29.7,0.56,36.1,1.7,65.5,5.94,0.98,1.75,539195
Non Ferrous Metals companies,POCL Enterprises,https://www.screener.in/company/532455/,114.0,26.6,30.3,9.51,59.2,8.24,,13.2,1.77,2.0,14.8,179.0,29.7,4.28,2.86,12.3,57.4,0.4,0.88,2.61,532455
Non Ferrous Metals companies,Shalimar Wires,https://www.screener.in/company/CUBEXTUB/,91.3,63.8,74.2,24.2,23.8,46.9,,6.73,4.18,10.0,45.9,163.0,29.7,1.43,47.2,14.0,54.0,0.91,0.86,0.19,CUBEXTUB
Non Ferrous Metals companies,Cubex Tubings,https://www.screener.in/company/531869/,50.6,20.2,22.8,16.4,24.8,19.6,,6.21,5.69,10.0,6.21,23.4,21.8,2.5,0.25,11.1,48.5,0.15,0.89,0.35,531869
Non Ferrous Metals companies,Sacheta Metals,https://www.screener.in/company/SAGARDEEP/consolidated/,46.1,27.0,30.3,17.8,105.0,16.3,,5.66,3.42,10.0,-17.0,51.5,29.7,1.71,37.1,10.7,57.9,0.13,0.89,0.82,SAGARDEEP
Non Ferrous Metals companies,Sagardeep Alloys,https://www.screener.in/company/540727/,32.8,32.4,48.6,27.2,22.3,13.0,,10.1,8.93,10.0,118.0,18.9,29.7,1.01,10.5,33.4,48.1,0.37,0.67,1.08,540727
Non Ferrous Metals companies,Poojawes. Metal.,https://www.screener.in/company/530133/,26.7,65.0,73.5,48.6,92.1,86.1,,4.24,1.48,10.0,-18.7,33.6,21.8,0.41,21.9,11.5,51.4,1.29,0.88,0.36,530133
Non Ferrous Metals companies,Amco India,https://www.screener.in/company/512024/,24.7,99.8,125.0,36.2,130.0,15.2,,4.21,4.96,10.0,-86.4,176.0,29.7,0.25,-80.3,20.2,45.9,0.08,0.8,0.13,512024
Non Ferrous Metals companies,N D Metal Inds.,https://www.screener.in/company/535279/,24.7,13.4,17.8,2.3,,9.25,,0.04,-6.52,10.0,24540.0,481.0,21.8,1.85,,24.9,60.0,0.1,0.75,1.09,535279
Non Ferrous Metals companies,Bothra Metals,https://www.screener.in/company/512425/,20.7,532.0,570.0,400.0,23.3,765.0,,3.16,2.32,10.0,16.7,32.9,21.8,0.04,41.4,6.75,58.3,12.2,0.93,0.07,512425
Non Ferrous Metals companies,Nirav Commercial,https://www.screener.in/company/513307/,19.0,109.0,273.0,60.8,317.0,33.9,,7.89,2.97,5.0,-20.6,79.9,21.8,0.17,-6.46,59.9,71.6,0.63,0.4,0.0,513307
Non Ferrous Metals companies,Synthiko Foils,https://www.screener.in/company/506003/,18.1,24.6,24.6,4.4,,24.8,,,,10.0,-2.47,459.0,21.8,0.74,20.2,0.0,98.0,172.0,1.0,1.21,506003
Non Ferrous Metals companies,Sudal Industries,https://www.screener.in/company/513430/consolidated/,16.5,37.5,41.0,19.0,,11.9,,4.91,0.0,10.0,-4.01,97.9,21.8,0.44,,8.46,76.5,0.0,0.92,1.82,513430
Non Ferrous Metals companies,Maitri Enterp.,https://www.screener.in/company/537254/,8.01,5.11,5.96,2.86,,-82.0,,-48.5,,10.0,-48.4,78.7,29.7,1.57,-66.8,14.3,63.3,-1.85,0.86,,537254
Non Ferrous Metals companies,RCI Industries,https://www.screener.in/company/530611/,7.71,0.51,0.69,0.36,,-13.7,,-6.47,,2.0,-89.7,41.7,21.8,15.1,-69.6,26.1,47.4,-0.42,0.74,,530611
Non Ferrous Metals companies,Sturdy Industrie,https://www.screener.in/company/JINDRILL/,2136.0,737.0,915.0,213.0,22.6,385.0,,13.1,11.0,5.0,-2.74,246.0,26.9,2.9,33.3,19.5,44.0,10.6,0.81,0.19,JINDRILL
Oil Drill/Allied companies,Jindal Drilling,https://www.screener.in/company/DOLPHIN/consolidated/,513.0,1282.0,1282.0,120.0,,572.0,,-4.42,-7.82,10.0,,967.0,26.9,0.4,,0.02,100.0,11.2,1.0,0.09,DOLPHIN
Oil Drill/Allied companies,Dolphin Offshore,https://www.screener.in/company/ALPHAGEO/consolidated/,181.0,284.0,324.0,198.0,72.8,426.0,,0.12,-0.08,10.0,-78.0,43.2,26.9,0.64,-37.3,12.5,54.0,-6.77,0.88,0.0,ALPHAGEO
Oil Drill/Allied companies,Alphageo (India),https://www.screener.in/company/AAKASH/,116.0,11.5,15.4,5.7,26.9,5.39,,11.2,9.19,1.0,-3.58,102.0,26.9,10.1,11.1,25.3,62.1,0.12,0.75,0.29,AAKASH
Oil Drill/Allied companies,Aakash Explor.,https://www.screener.in/company/531471/,10.0,10.2,14.3,5.96,,5.58,,-19.3,-7.42,10.0,51.8,70.6,26.9,0.99,-13.3,28.9,37.6,-0.63,0.71,0.05,531471
Oil Drill/Allied companies,Duke Offshore,https://www.screener.in/company/INOXINDIA/consolidated/,8011.0,883.0,990.0,855.0,52.9,,,37.2,28.8,2.0,23.4,3.22,23.4,9.08,14.2,10.8,,11.4,0.89,0.08,INOXINDIA
Packaging companies,Inox India,https://www.screener.in/company/EPL/consolidated/,6428.0,202.0,236.0,147.0,25.5,63.0,,12.2,11.9,2.0,7.97,37.4,23.4,31.8,10.2,14.5,55.5,1.59,0.85,0.46,EPL
Packaging companies,EPL Ltd,https://www.screener.in/company/AGI/,5345.0,826.0,1089.0,296.0,19.9,262.0,,14.8,17.4,2.0,30.1,179.0,23.4,6.47,7.06,24.1,34.4,8.68,0.76,0.47,AGI
Packaging companies,AGI Greenpac,https://www.screener.in/company/UFLEX/consolidated/,3487.0,483.0,578.0,325.0,768.0,999.0,,10.4,8.26,10.0,-10.8,48.5,23.4,7.22,25.6,16.5,65.1,8.77,0.83,0.89,UFLEX
Packaging companies,Uflex,https://www.screener.in/company/POLYPLEX/consolidated/,3300.0,1051.0,1697.0,991.0,46.4,1105.0,,11.6,10.2,10.0,-14.1,6.06,23.4,3.14,19.5,38.0,54.0,8.9,0.62,0.18,POLYPLEX
Packaging companies,Polyplex Corpn,https://www.screener.in/company/GRWRHITECH/consolidated/,3257.0,1402.0,1634.0,491.0,20.0,829.0,,11.9,9.05,10.0,1.98,185.0,23.4,2.32,15.8,14.2,50.2,19.8,0.86,0.03,GRWRHITECH
Packaging companies,Garware Hi Tech,https://www.screener.in/company/JINDALPOLY/consolidated/,2777.0,634.0,808.0,485.0,,927.0,,12.5,8.12,10.0,-41.5,30.8,23.4,4.38,9.83,21.5,50.7,2.78,0.79,1.07,JINDALPOLY
Packaging companies,Jindal Poly Film,https://www.screener.in/company/HUHTAMAKI/,2167.0,287.0,324.0,186.0,21.5,105.0,,7.37,6.33,2.0,-10.6,54.2,23.4,7.55,4.7,11.4,43.2,4.27,0.89,0.52,HUHTAMAKI
Packaging companies,Huhtamaki India,https://www.screener.in/company/TCPLPACK/,2059.0,2263.0,2405.0,1240.0,18.7,537.0,,21.9,26.1,10.0,16.8,82.5,23.4,0.91,17.2,5.92,56.4,33.4,0.94,1.12,TCPLPACK
Packaging companies,TCPL Packaging,https://www.screener.in/company/COSMOFIRST/consolidated/,1601.0,610.0,797.0,550.0,14.2,503.0,,17.0,19.6,10.0,-13.9,10.9,23.4,2.62,11.6,23.5,44.8,8.21,0.77,0.8,COSMOFIRST
Packaging companies,Cosmo First,https://www.screener.in/company/EKC/consolidated/,1426.0,127.0,153.0,66.0,16.8,93.3,,11.9,9.29,2.0,-32.5,92.5,23.4,11.2,18.8,17.1,44.3,2.35,0.83,0.07,EKC
Packaging companies,Everest Kanto,https://www.screener.in/company/ESTER/consolidated/,741.0,88.8,136.0,80.2,,82.4,,4.29,20.1,5.0,-17.4,10.7,23.4,8.34,,34.6,50.9,-3.65,0.65,1.13,ESTER
Packaging companies,Ester Industries,https://www.screener.in/company/PYRAMID/,708.0,193.0,239.0,155.0,22.3,56.6,,30.9,34.9,10.0,19.9,24.2,23.4,3.68,22.8,19.6,44.7,2.13,0.8,0.03,PYRAMID
Packaging companies,Pyramid Technopl,https://www.screener.in/company/512453/,591.0,675.0,775.0,450.0,22.7,262.0,,19.7,15.2,1.0,-18.8,50.0,23.4,0.88,18.6,12.9,45.6,9.03,0.87,0.07,512453
Packaging companies,Sh. Jagdamba Pol,https://www.screener.in/company/NAHARPOLY/consolidated/,554.0,225.0,293.0,198.0,36.0,326.0,,5.33,5.08,5.0,-13.3,13.9,23.4,2.46,37.7,23.0,48.6,4.95,0.77,0.17,NAHARPOLY
Packaging companies,Nahar Poly,https://www.screener.in/company/523105/,537.0,215.0,216.0,130.0,768.0,10.0,,,,10.0,,64.9,23.4,2.5,,0.49,73.3,0.31,1.0,0.0,523105
Packaging companies,Cropster Agro,https://www.screener.in/company/ORICONENT/consolidated/,525.0,33.4,36.0,15.2,67.4,72.0,,1.95,1.17,2.0,-12.9,121.0,23.4,15.7,-12.2,6.95,60.2,0.45,0.93,0.09,ORICONENT
Packaging companies,Oricon Enterpris,https://www.screener.in/company/TIRUPATI/,500.0,494.0,495.0,99.9,30.2,74.0,,13.4,15.8,10.0,-25.2,394.0,23.4,1.01,16.7,0.2,78.1,10.8,1.0,0.73,TIRUPATI
Packaging companies,Shree Tirupati,https://www.screener.in/company/HITECHCORP/,439.0,256.0,309.0,151.0,20.6,148.0,,15.0,10.8,10.0,-9.43,69.0,23.4,1.72,6.7,17.2,42.2,3.0,0.83,0.27,HITECHCORP
Packaging companies,Hitech Corp.,https://www.screener.in/company/TPLPLASTEH/,403.0,51.6,60.0,26.9,24.0,15.2,,17.2,13.9,2.0,15.2,92.0,23.4,7.8,8.94,13.9,46.4,0.55,0.86,0.37,TPLPLASTEH
Packaging companies,TPL Plastech,https://www.screener.in/company/SHREERAMA/,400.0,30.0,35.5,7.16,49.1,7.28,,7.93,18.6,5.0,3.12,318.0,23.4,13.4,14.5,15.7,43.5,0.19,0.84,0.12,SHREERAMA
Packaging companies,Sh. Rama Multi.,https://www.screener.in/company/SAH/consolidated/,328.0,127.0,133.0,59.0,161.0,33.7,,9.0,6.29,10.0,18.6,115.0,23.4,2.58,24.8,4.44,67.0,0.04,0.96,0.39,SAH
Packaging companies,Sah Polymers,https://www.screener.in/company/539986/consolidated/,305.0,76.3,134.0,50.6,34.6,31.4,,8.19,7.3,10.0,-18.8,50.9,23.4,4.0,15.0,43.0,65.4,0.59,0.57,0.65,539986
Packaging companies,Commerl. Synbags,https://www.screener.in/company/KANPRPLA/,251.0,117.0,136.0,72.8,34.1,85.7,,4.77,3.25,10.0,-28.0,60.7,23.4,2.15,14.9,14.1,44.1,1.05,0.86,1.22,KANPRPLA
Packaging companies,Kanpur Plastipa.,https://www.screener.in/company/RPPL/,239.0,209.0,253.0,139.0,29.8,117.0,,11.2,8.84,10.0,11.1,50.3,23.4,1.14,26.1,17.3,48.5,2.0,0.83,0.6,RPPL
Packaging companies,Rajshree Polypac,https://www.screener.in/company/526717/consolidated/,217.0,203.0,363.0,179.0,,46.1,,6.42,2.32,10.0,-3.51,13.8,23.4,1.07,,44.0,38.8,0.21,0.56,2.73,526717
Packaging companies,HCP Plastene,https://www.screener.in/company/533608/,216.0,122.0,142.0,67.6,10.8,98.3,,21.0,15.8,10.0,-17.6,80.6,23.4,1.77,6.79,14.0,62.0,2.94,0.86,0.0,533608
Packaging companies,RDB Rasayans,https://www.screener.in/company/504840/,213.0,2318.0,2870.0,2100.0,50.5,923.0,,14.3,9.96,10.0,-15.0,10.4,23.4,0.09,17.3,19.2,52.9,6.4,0.81,0.0,504840
Packaging companies,Kaira Can,https://www.screener.in/company/SRIVASAVI/,197.0,139.0,181.0,35.5,43.2,22.2,,23.1,18.3,10.0,12.1,291.0,23.4,1.42,8.76,23.3,46.0,1.94,0.77,0.04,SRIVASAVI
Packaging companies,Srivasavi Adhes.,https://www.screener.in/company/530315/,193.0,185.0,197.0,88.0,12.6,189.0,,11.6,8.84,10.0,-20.4,111.0,23.4,1.04,16.0,5.87,57.2,6.19,0.94,0.36,530315
Packaging companies,Hind.Tin Works,https://www.screener.in/company/526853/consolidated/,186.0,79.0,94.1,39.0,,178.0,,2.66,-3.11,10.0,-11.8,102.0,23.4,2.35,-18.7,16.0,51.5,-3.22,0.84,0.02,526853
Packaging companies,Bilcare,https://www.screener.in/company/EMMBI/,184.0,104.0,127.0,73.0,31.6,92.2,,9.16,5.27,10.0,-13.3,42.4,23.4,1.77,6.96,18.1,52.7,0.91,0.82,0.95,EMMBI
Packaging companies,Emmbi Industries,https://www.screener.in/company/WORTH/consolidated/,172.0,109.0,125.0,84.2,11.2,94.8,,19.0,13.5,10.0,-18.8,29.9,23.4,1.58,19.2,12.3,45.0,1.73,0.88,0.07,WORTH
Packaging companies,Worth Peripheral,https://www.screener.in/company/514428/,168.0,328.0,368.0,172.0,20.9,133.0,,9.61,8.4,10.0,-35.4,90.7,23.4,0.51,28.1,10.9,58.3,7.56,0.89,0.83,514428
Packaging companies,Hind.Adhesive,https://www.screener.in/company/AMDIND/,153.0,79.8,98.0,43.2,17.8,82.1,,15.2,13.2,10.0,5.89,84.4,23.4,1.92,26.1,18.6,47.7,-0.69,0.81,0.6,AMDIND
Packaging companies,AMD Industries,https://www.screener.in/company/FLEXITUFF/consolidated/,139.0,51.6,57.7,23.7,,-46.8,,-15.2,,10.0,-26.9,117.0,23.4,2.69,1.12,10.6,55.7,-10.2,0.89,,FLEXITUFF
Packaging companies,Flexituff Vent.,https://www.screener.in/company/539219/,136.0,10.2,14.2,3.5,16.0,2.03,,6.45,-32.1,1.0,4.65,192.0,23.4,13.3,-25.9,28.2,43.6,0.27,0.72,7.76,539219
Packaging companies,Mauria Udyog,https://www.screener.in/company/526773/consolidated/,128.0,8.63,13.0,5.81,1.16,8.12,,110.0,128.0,1.0,,48.5,23.4,14.8,,33.6,51.2,2.27,0.66,0.0,526773
Packaging companies,Press. Senstive,https://www.screener.in/company/523186/,109.0,220.0,253.0,170.0,13.0,138.0,,21.0,14.2,10.0,-9.7,29.3,23.4,0.5,20.4,13.0,48.9,9.07,0.87,0.08,523186
Packaging companies,B & A Packaging,https://www.screener.in/company/526703/consolidated/,97.5,325.0,342.0,65.1,11.1,125.0,,12.7,9.35,10.0,9.83,399.0,23.4,0.3,-0.82,4.93,66.9,9.37,0.95,0.03,526703
Packaging companies,Ecoplast,https://www.screener.in/company/526137/,92.1,102.0,132.0,50.2,14.7,59.5,,16.4,12.9,10.0,3.3,104.0,23.4,0.9,14.7,22.8,46.5,1.81,0.77,1.15,526137
Packaging companies,Shetron,https://www.screener.in/company/513507/,91.0,161.0,220.0,120.0,9.85,70.1,,30.7,37.8,10.0,-17.6,34.2,23.4,0.56,21.4,26.8,45.3,4.55,0.73,0.55,513507
